,VideoID,Title,Description,View_Count,Like_Count,Dislike_Count,Favorite_Count,Comment_Count,Duration,Definition
715,o-085q_GK5E,Plutonium Circus (1995),"Directed by George Ratliff.

Funny yet incisive look at the PANTEX Nuclear Weapons Plant, in Amarillo, TX, which was used for nuclear weapons assembly during the Cold War. The plant, which provides most of the jobs for those living in Amarillo, now operates as a disassembly-line where the weapons, which were once built there, are now being taken apart with the plutonium getting stored underground. The film deals with the issues of storing the plutonium and the effects the plant has had (and is having) on the town of Amarillo, as well as how it has affected the way people thought about the Cold War and its aftermath. It does so by taking a look at the lives and activities of the Amarillo residents directly or indirectly associated with, or having strong opinions about the Plant. Written by Tamas Kovacs (stargazer at howler.sps.mot.com)

If Mr Ratliff or anyone doesn't want this on youtube, please email me and I will remove.  This is a great film that the world needs to see.  I'm not profiting from this at all.",41411,205,41,0,90,PT1H12M55S,sd
716,uKAlC4Cvab4,"Return of the Pink Panther, The (1975)", ,16007,14,0,0,1,PT2M14S,sd
717,kgh27gCgiQw,Drop Dead Fred (1991),cool movie.,1385333,4113,272,0,510,PT2M8S,sd
718,WYPcLYPoaxo,"Abyss, The (1989)","The Abyss - Starring Ed Harris, Mary Elizabeth Mastrantonio, and Michael Biehn

Release Date:  August 9, 1989",523984,696,90,0,93,PT1M14S,sd
719,jJgyaFyeqRs,"Fog, The (1980)","The Fog announces itself as an old-fashioned spook-show in its first scene: kids huddle around a campfire as John Houseman spins a morbid tale about a band of shipwrecked sailors murdered 100 years ago this very night. Those sailors vowed to return and that’s just what they do, using the fog that blankets this little seaside town as their method of transportation. Starring Adrienne Barbeau, Jamie Lee Curtis and Janet Leigh, the film was a solid success bringing in nearly $22 million on its $1 million budget. The Fog was remade in 2005, directed by Rupert Wainwright and starring Selma Blair.

As always, you can find more commentary, more reviews, more podcasts, and more deep-dives into the films you don't know you love yet over on the Trailers From Hell mothership: 

http://www.trailersfromhell.com

What's that podcast, you ask? Why, it's THE MOVIES THAT MADE ME, where you can join Oscar-nominated screenwriter Josh Olson and TFH Fearless Leader Joe Dante in conversation with filmmakers, comedians, and all-around interesting people about the movies that made them who they are. Check it out now, and please subscribe wherever podcasts can be found.

Apple Podcasts: https://podcasts.apple.com/us/podcast/the-movies-that-made-me/id1412094313
Spotify: http://spotify.trailersfromhell.com
Libsyn: http://podcast.trailersfromhell.com
Google Play: http://googleplay.trailersfromhell.com",17214,278,2,0,30,PT3M27S,hd
720,ckvDo2JHB7o,Escape from New York (1981),"I found this on the net. It's the 1981 trailer for the sci-fi actioner EFNY. Great preview that doesn't reveal much except the concept, the character of Snake and the grim, violent, future that awaits us. 
This is what made going to the movies so much fun.
Enjoy and leave some comments",1312351,2815,106,0,799,PT1M31S,sd
721,V44E_YanQsg,Jean de Florette (1986),"Jean de Florette (1986) Trailer
http://www.imdb.com/title/tt0091288/
Claude Berri
Yves Montand, Gérard Depardieu, Daniel Auteuil, Elisabeth Depardieu",571461,1088,42,0,181,PT2M37S,sd
722,BxScSXKXwPc,Manon of the Spring (Manon des sources) (1986),"Manon des sources (1986) Trailer
http://www.imdb.com/title/tt0091480/
Claude Berri
Yves Montand, Daniel Auteuil, Emmanuelle Béart",421222,643,38,0,51,PT2M41S,sd
723,co-VZiZNHfU,Private Benjamin (1980),"The Trailer For the 1980 comedy classic starring Goldie Hawn, Eileen Brennan, Armand Assante, Albert Brooks, Mary Kay Place, and Barbara Barrie",210119,270,27,0,36,PT2M47S,sd
724,RDM75-oXGmQ,Monty Python and the Holy Grail (1975),Hilarious trailer of the holy grail ripped from the dvd,454744,922,72,0,140,PT3M20S,sd
725,_ZsZTZh981Q,Hustler White (1996),"A little trailer I cut to promote the upcoming BluRay release of the 90's queer cinema classic ""Hustler White""
http://www.amazon.com/Hustler-White-Remastered-Tony-Ward/dp/B00TQCDHQC
Release date: April 14th, 2015",82290,229,13,0,8,PT1M10S,hd
726,vblgJ-8eY9o,Entertaining Angels: The Dorothy Day Story (1996),"Biography of the life of Dorothy Day (Kelly). The title refers to the religious practice of treating all people, no matter how poor or humble, as if they were visiting angels. Day was a famous activist and philanthropist of the 20's and 30's. The film traces her growth - mostly spiritual and religious - as she left journalism to become a suffragette in Greenwich Village. Eventually, Day converted to Roman Catholicism and dedicated the rest of her life to helping the poor. #Trailer #WB",20876,53,1,0,3,PT2M7S,sd
727,XWSkNhObf_U,Get Over It (1996),"Label: Spiral Records (14) ‎– SPI 002
Format: Vinyl, 12"", 33 ⅓ RPM 
Country: Italy
Released: 1996
Genre: Electronic
Style: Trance, Euro House, Progressive Trance",5280,12,0,0,0,PT6M31S,sd
728,6ZDA6hCrJro,Snowriders (1996),"Nothing beats the original; Warren Miller’s Snowriders is the definition of epic. With skiers and riders like John Egan, Brad Vancour, Jeremy Bloom, and JT Holmes you’re definitely going to learn a thing or two. Travel along from Italy and China up to the highlands of Scotland and all the way down under to Australia to find out how the original Snowriders get it done.

Warren Miller films are available ad free on the Echoboom Sports app.
Find them here: https://geni.us/WM_FREE    

#sports #skifilm #ski #snowboard #snowsports #warrenmiller

Subscribe to the Echoboom Sports app for full access to ad-free streaming of the largest collection of premium action sports films in the world. Start your free trial today!  http://www.tryechoboom.com/

Subscribe on YouTube: http://bit.ly/18VxJeD
Like us on Facebook: https://www.facebook.com/echoboomsports
Follow us on Twitter: https://twitter.com/EchoBoomSports
Follow us on Instagram: http://instagram.com/echoboomsportss",3715,4,0,0,1,PT2M47S,hd
729,OdgNq09RxI4,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)","Le retour de Martin Guerre, 1982, trailer
movie starring Gérard Depardieu as Arnaud de Tihl
IMDB - http://www.imdb.com/title/tt0084589",29780,50,2,0,5,PT2M,sd
730,5T6MeOnGSBM,Faust (1994),"This is the official trailer to ""Faust"", a full-length experimental silent film based on Johann Wolfgang von Goethe's famous German play. Combining live-action with traditional 2D animation an an original ochestral score, ""Faust"" tells the story of elderly scholar Dr. Heinrich Faust, who pledges his soul to the devil for one single moment of true happiness. For more information please visit www.faustthefilm.com",137842,175,21,0,32,PT1M58S,hd
731,kiW-WS_QTjM,T-Men (1947),"An undercover T-Man (Dennis O'Keefe) is roughed up by two thugs.  From Anthony Mann and John Alton's brilliant film noir, ""T-Men"".  With Charles McGraw, Jack Overman and Wallace Ford.

This ear-splitting moment of torture would later find its echo in John Alton's later work with Joseph Lewis in ""The Big Combo"".",15128,29,1,0,6,PT4M,sd
732,wPkVD4Ga35s,"Symphonie pastorale, La (1946)", ,34989,96,4,0,7,PT3M39S,sd
733,_ytLOWfyTqs,Here Comes Cookie (1935),"Cleo Brown - (Lookie Lookie Lookie) Here Comes Cookie 1935 - A great tune off Decca Records. Cleo Brown on piano & vocals, Perry Botkin on guitar, Artie Bernstein on bass & Gene Krupa drums. Recorded in the (Big Apple) New York City, March 12, 1935. 
Cleo Brown, later Cleo Patra Brown (December 8, 1909 -- April 15, 1995) was an American blues and jazz vocalist and pianist.
""Lookie, Lookie, Lookie, Here Comes Cookie"" - Mack Gordon
Lyrics:
Goodness, gracious me! 
I'm so excited! 
I'm so delighted! 
There's a reason for my hayity: 
My hi-de-ho-de-hayity! 
Goodness, gracious me!

Lookie, lookie, lookie, here comes Cookie, 
Walkin' down the street, 
Lookie, lookie, lookie, I call him Cookie, 
'Cause he's sweet! 
Lookie, lookie, lookie, here comes Cookie, 
What a lucky break! 
Lookie, lookie, lookie, I call him Cookie, 
'Cause he takes the cake!

When he's near, my lips say, ""Oh!"" 
My heart says, ""Ah! Tra-la-la!"" 
When he kisses, oh! 
It's TNT for two!

Lookie, lookie, lookie, here comes Cookie, 
Want to fix my tie, 
Just a little angel, playing hooky, 
From heaven on high, oh my, 
Sweet as pumpkin pie.

Lookie, lookie, here comes Cookie, 
Walkin' down the street, 
Lookie, lookie, I call him Cookie, 
Because he's sweet! 
Oooh, lookie, lookie, here comes Cook, 
What a lucky break! 
Lookie, lookie, I call him Cook, 
'Cause he takes the cake!

When he's near, my lips say, ""Oh!"" 
My heart says, ""Ah! Tra-la-la!"" 
When he kisses, oh! 
It's TNT for two!

Lookie, lookie, here comes Cookie, 
Want to fix my tie, 
Just a little angel, playing hooky, 
From heaven on high, oh my, 
Sweet as pumpkin pie.",29280,311,15,0,43,PT2M57S,sd
734,OobLM9z3PLQ,Six of a Kind (1934),"this is a film clip from the 1934 feature ""Six Of A Kind"", starring comedy screem legend W. C. Fields. Here, he portrays one of his most well-known and underrated characters, Honest John.",5638,25,1,0,6,PT4M30S,sd
735,BTPZn-T3wZE,"Tin Drum, The (Blechtrommel, Die) (1979)","Those are our Three Reasons. What are yours?

Out now on Blu-ray and DVD: http://www.criterion.com/films/789-the-tin-drum",190017,542,34,0,83,PT1M28S,hd
736,hvBsk_jJ7j0,"Ruling Class, The (1972)",www.criterionco.com / www.criteriondungeon.com - This is the trailer from the criterion release of Peter Medak's The Ruling Class.,15471,37,0,0,9,PT1M15S,sd
737,NpY2QcnH5D8,Mina Tannenbaum (1994),"Trailer for the movie ""Mina Tannenbaum"" by Martine Dugowson and with Elsa Zylberstein and Romane Bohringer.",46488,108,5,0,16,PT1M25S,sd
738,yRpWaJRyVQo,Bob Roberts (1992),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Bob Roberts Trailer - Directed by Tim Robbins and starring Tim Robbins, Giancarlo Esposito, Alan Rickman, Ray Wise, Brian Murray. Mock documentary about an upstart candidate for the U.S. Senate written and directed by actor Tim Robbins. Bob Roberts is a folksinger with a difference: He offers tunes that protest welfare chiselers, liberal whining, and the like. As the filmmakers follow his campaign, Robbins gives needle-sharp insight into the way candidates manipulate the media.

Universal - 1992",82708,433,7,0,50,PT2M6S,sd
739,C2-GX0Tltgw,Cinema Paradiso (Nuovo cinema Paradiso) (1989),"Oscar winner and simply an enigmatic film which will stay for centuries...
A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist. 

Released on 1988
Directed by: Giuseppe Tornatore
Starring: Philippe Noiret, Marco Leonardi, Jacques Perrin, Salvatore Cascio, Enzo Cannavale and Antonella Attili",1352759,3994,130,0,250,PT1M10S,sd
740,nXLRdeYFHss,"Cook the Thief His Wife & Her Lover, The (1989)","http://www.moviespoilersite.com The wife of a barbaric crime boss engages in a secretive romance with a gentle bookseller between meals at her husband's restaurant. Food, colour coding, sex, murder, torture and cannibalism are the exotic fare in this beautifully filmed but brutally uncompromising modern fable which has been interpreted as an allegory for Thatcherism.",717986,699,95,0,64,PT1M18S,hd
741,Tg3V8HDK5go,Delicatessen (1991),"Delicatessen (1991) Trailer
http://www.imdb.com/title/tt0101700/
Directors:  Marc Caro, Jean-Pierre Jeunet
Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus, Karin Viard, Ticky Holgado, Anne-Marie Pisani",749603,2317,133,0,169,PT2M3S,sd
742,iBrPfR6oMsM,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",fan made trailer,105243,282,12,0,5,PT47S,hd
743,1-HsRAM2Ink,Enchanted April (1992),"Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt 
Enchanted April (1991) Official Trailer - Alfred Molina, Miranda Richardson Movie HD

Four women rent a chateau on a remote Italian island to try to come to grips with their lives and relationships. They explore the differences in their personalities, reassess their goals, and reexamine their relationships in a sisterly fashion.

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",55682,217,9,0,16,PT1M28S,hd
744,drys1OnF35E,Paths of Glory (1957),"Here is the all-new original Masters of Cinema trailer for PATHS OF GLORY!

A shattering masterpiece by one of the medium’s greatest artists, Stanley Kubrick’s Paths of Glory announced the definitive arrival of a towering figure in cinema.

In the French front lines of World War I, after giving the order for an impossible and disastrous mission to capture a nearby stronghold, the upper ranks move to save face by having three randomly selected soldiers held and tried for cowardice under pain of death. Their leader, Colonel Dax (in a powerhouse performance by Kirk Douglas) a former lawyer in civilian life, handles their defence against overwhelming odds.

A stylistically astonishing, emotionally overwhelming anti-war drama, Paths of Glory is one of the screen’s most brilliant condemnations of the power structures guiding warfare. The Masters of Cinema Series is proud to present a new Blu-ray edition for the first time in the UK from 19 Sept 2016.

Available to order from:
Amazon http://po.st/kIaGOc",18002,101,1,0,4,PT1M13S,hd
745,ocCWEBSC4-0,"Grifters, The (1990)","Trailer for ""The Grifters"" starring John Cusack",29755,30,0,0,5,PT1M1S,sd
746,F2ptqKcPLsE,"Shooter, The (1997)","The Shooter Trailer 1999
Director: Fred Olen Ray
Starring: Andrew Stevens, Michael Dudikoff, Valerie Wildman, Randy Travis, Eric Lawson,  

Official Content From Artisan Entertainment

When a local bully terrorizes a small western town, they welcome a killer with open arms...

Movie, The Shooter Movie,The Shooter Trailer,The Shooter 1999, Fred Olen Ray,Andrew Stevens, Michael Dudikoff, Valerie Wildman, Randy Travis, Eric Lawson,",8222,23,0,0,3,PT1M25S,sd
